Nama_Resep,Bahan_Bahan,Cara_Membuat,Jenis_Resep,Bahan_1,Bahan_2,Bahan_3,Bahan_4,Bahan_5
resep nasi goreng tauge kaya zat besi,400gr Nasi putih--100gr Tauge--50gr Sawi hijau--150gr Tempe--20gr Cabai merah--50gr Rebon goreng--40gr Daun bawang4sdm Minyak goreng--1bks Sajiku Nasi Goreng Rasa Ayam (20 gr)--Bakwan Sayur--60gr Wortel--3gr Seledri--7gr Daun bawang20gr Kol--25gr Tauge--50gr Jagung pipilan--1bks Sajiku Tepung Bumbu Bakwan Crispy--130ml Air--Minyak goreng secukupnya,"Siapkan nasi, daun bawang, tauge, minyak, cabai iris, sawi yang sudah dipotong kecil kecil. Siapkan juga rebon dan tempe iris yang sudah digoreng.Panaskan minyak goreng dengan api sedang, dan tumis sayur yang sudah disiapkan sampai sedikit layu, kemudian masukan rebon dan tempe.Tuang nasi putih ke dalam panci bersama sayuran yang sudah dimasak.Taburkan Sajiku Nasi Goreng Rasa Ayam. Aduk rata semua bahan dan masak hingga sayuran matang dan bumbu tercampur rata.",sayur,nasi,tauge,sawi,tempe,cabai
resep sayur kacang panjang dan tauge ala aji no moto,"100 gr Kacang Panjang--100 gr Toge--150 gr Tahu--1 ruas lengkuas, iris--4 lembar daun jeruk--2 buah cabe merah tanpa biji, iris--3 siung bawang putih, iris--3 gr garam--3 gr Ajinomoto--150 ml air150 ml susu low fat--1/2 sdt Lada bubuk--2 sdm minyak goreng","Tumis bawang merah, dan bawang putih, irisan lengkuas, daun jeruk hingga harum. Tambahkan airMasukan Kacang panjang, toge, tahu aduk rata masak hingga matangMasukan garam, Ajinomoto, Lada bubuk, Susu Cair lowfat. Aduk rata angkat dan sajikan.",sayur,kacang panjang,tauge,tahu,cabai,bawang putih
resep sosis tauge teriyaki,6 bh Sosis sapi--150g Tauge--10 bh Jagung muda--1/2 bh Bawang bombay--2 bh Cabai hijau--1 bks SAORI® Saus Teriyaki (30 g)--100ml Air--6 sdm Minyak goreng,"Potong dan kerat-kerat sosis. Potong potong jagung muda, bawang bombay, dan cabai hijau.Tumis bawang bombay hingga harum. Masukkan sosis, masak hingga matang.Masukkan jagung muda, cabai hijau, dan tauge, aduk rata.Masukkan SAORI Saus Teriyaki, aduk rata. Tambahkan air, masak hingga matang, angkat, dan sajikan.",sayur,sosis,tauge,jagung,bawang bombai,cabai
resep tumies buncis udang ala masako,250 gr Buncis--20 gr Cabai rawit merah--100 gr Udang--2 gr Masako Gurih Pas--35 gr Bawang merah--10 ml Minyak goreng--15 gr Bawang putih,"Kupas kulit udang sisakan ekor dan bersihkan kotoran di dalam udang dengan menyayat bagian punggungnya.Potong menyerong buncis dan cabai rawit, setelah itu kupas lalu potong bawang putih dan bawang merah kemudian sisihkan.Panaskan minyak lalu tumis bawang merah dan putih hingga wangi, tambahkan udang masak hingga berwarna kemerahan, kemudian tambahkan buncis dan cabai rawit merah.Terakhir bumbui dengan Masako Gurih Pas lalu aduk hingga merata, tumis buncis hingga matang lalu sajikan.",sayur,buncis,cabai,udang,bawang merah,bawang putih
resep tumies kacang panjang saori,150 gr Kacang Panjang--50 gr Tempe--1 bh Cabai Merah Keriting--3 Siung Bawang Putih--2 Siung Bawang Merah--1 bks SAORI® Saus Tiram--20 ml Minyak Goreng (1 sdm)--50 ml Air,"Potong serong cabai merah keriting, iris bawang putih dan bawang merah, potong tempe dan kacang panjang, sisihkan.Panaskan minyak goreng, masukkan tempe, bawang putih, bawang merah dan cabai merah keriting, aduk hingga harum.Tambahkan kacang panjang, SAORI Saus Tiram, air, aduk rata, masak hingga matang, sajikan.",sayur,kacang panjang,tempe,cabai,bawang putih,bawang merah
resep tumies kembang kol,100 gr Kembang Kol--50 gr Daging Sapi Cincang--2 siung Bawang Putih--1 bh Cabai Merah Besar--1/4 bks Masako Rasa Sapi 11 gr--3 sdm Minyak Goreng--100 ml Air,"Iris bawang putih, cabai merah besar, potong kembang kol, sisihkan.Panaskan minyak goreng, masukkan bawang putih, tumis hingga harum.Masukkan daging sapi cincang, masak hingga berubah warna, tambahkan cabai merah dan kembang kol, aduk rata.Tambahkan air dan Masako Rasa Sapi, masak hingga matang, angkat dan sajikan.",sayur,kembang kol,udang,sawi,bawang putih,bawang bombai
resep tumies tauge jamur,100 gr Tauge--50 gr Jamur Tiram--1 bh Tahu Putih--2 siung Bawang Putih--1 bh Cabai Merah--1/2 sdt Garam--1 sdt AJI-NO-MOTO�--3 sdm Minyak Goreng,"Potong jamur tiram, tahu bentuk dadu, iris bawang putih dan cabai merah, sisihkan.Panaskan minyak goreng, masukkan bawang putih, tahu putih dan cabai merah, aduk hingga harum.Tambahkan tauge, jamur tiram, garam dan AJI-NO-MOTO. Masak hingga matang, angkat, sajikan.",sayur,tauge,jamur,tahu,bawang putih,cabai
sambal goreng kentang petai udang kerupuk kulit,1/4 Udang--kg Kentang stengah--2 papan Pete--Krupuk kulit--15 biji  Cabe kriting /blender--2 buah  Tomat /blender--6 siung Bawang merah /blender--5 siung Bawang putih /blender--1 cm Jahe /blender--1 cm Lengkuas /blender--2 bj Daun jeruk--1 bj Jeruk lemon--1 biji Sereh /geprek--3 bj Kemiri--,"Potong kentang nya kecil2 lalu goreng, tiriskan--Kupas petenya iris kecil2 lalu goreng jg, tiriskan--Lalu blender cabe kriting jahe lengkuas tomat bawang putih bawang merah kemiri--Trus siapkan minyak panas--Lalu tumis bumbu blendernya ampe harum--Masukan sereh sm daun jeruk nya--Lalu kasi garam gula magic ku ladaku secukupnya sesuai selera yah--Lalu tuang krupuk kulitnya, udang kentang yg sdh di goreng bersm aan dgn pete nya aduk rata lalu kasi perasan jeruk lemon--Lalu hidang kan--",udang,udang,kentang,petai,bawang merah,cabai
sambal goreng kentang udang petai,2 buah kentang ukuran besar potong dadu--250 gr udang kupas bersihkan--2 buah papan pete--Daun salam--Daun jeruk--Lengkuas--Gula--Garam--Bumbu Halus :--6 buah bawang merah--4 buah bawang putih--15 buah Cabe merah keriting--8 buah cabe rawit--,"Tumis bumbu halus,daun salam,daun jeruk dan lengkuas hingga harum dan mengeluarkan minyak--Masukkan kentang dan udang yang sudah digoreng aduk rata--Tambahkan pete,garam dan gula aduk kembali hingga bumbu tercampur dan matang merata--Cek rasa dan siap disajikan--",udang,kentang,udang,petai,bawang merah,bawang putih
sambal goreng kentang with udang,1/4 kentang dipotong dadu trs digoreng setengah matang--100 gr udang--5 cabe teropong dihilangkan isinya trs diiris2--2 lembar daun salam--1 ruas jari lengkuas--3 siung bawang merah iris tipis--2 siung bawang putih iris tipis--secukupnya Garam--1 butir gula jawa bulat kecil--secukupnya Penyedap rasa--150 ml air--Bumbu halus :--2 butir kemiri--5 buah cabe keriting--,"Tumis bawang putih dan merah hingga harum, masukkan cabe teropong yg sudah diiris2 setelah layu masukkan bumbu halus, lengkuas dan daun salam tumis hingga bau kemiri mentahnya hilang. Masukkan udang tumis hingga berubah warna. Pake api kecil ya bunda agar tidak gosong....kemudian beri air sambil dimasukkan garam, gula jawa dan penyedap rasa--Setelah mendidih masukkan kentang yg sudah digoreng, tes rasa ya bun..... Aduk2 hingga air habis. Angkat dan sajikan--Selamat menikmati sambel goreng yg sangat mudah dibuat.--",udang,kentang,udang,cabai,bawang merah,bawang putih
sambal goreng labu siam tahu telur,"5 butir telur rebus--1 buah labu siam ukuran besar--4 buah tahu kulit, potong2--8 siung bawang merah, iris--4 siung bawang putih, iris--2 ruas lengkuas--2 lembar daun salam--5 buah cabe merah besar, haluskan--Secukupnya ebi kering (bisa diganti dengan udang)--Secukupnya garam dan kaldu sapi bubuk--65 ml santan instan--600 ml air (atau secukupnya)--Secukupnya minyak utk menumis--7 buah cabe rawit--","Siangi labu siam, buang getahnya. Potong2 korek api. Tambahkan garam dan remas perlahan. Diamkan 10 menit. Cuci bersih--Tumis bawang merah dan bawang putih sampai harum. Tambahkan cabai merah yang sudah dihaluskan. Tumis sampai matang--Masukkan udang atau ebi kering. Aduk2. (jika memakai udang, aduk hingga udang berubah warna). Tambahkan lengkuas dan daun salam.--Tambahkan air, santan dan bumbu2. Aduk sampai tercampur rata--Masukkan telur yang sudah direbus, tahu, dan labu siam. Masak dengan api kecil hingga meresap sambil sesekali diaduk supaya santan tidak pecah--Tambahkan cabe rawit. Koreksi rasa. Taburkan bawang goreng. Sajikan--Note : anak saya usia 2 tahun dan 5 tahun juga suka makan sayur ini. Hanya saja apabila ingin agar bs dikonsumsi anak2, maka cabe besarnya dibuang biji dan dicuci bersih, kemudian dihaluskan.--",telur,telur,labu,tahu,bawang merah,bawang putih
sambal goreng tahu telur,"3 buah tahu potong jd 12 (goreng)--2 butir telur rebus--1 buah labu Siam potong memanjang--5 butir bawang merah iris tipis--3 butir bawang putih iris tipis--2 cabe merah keriting (haluskan)--2 lembar daun salam--2 ruas lengkuas--500 ml santan kelapa--2 SDM minyak goreng--Secukupnya garam, merica bubuk dan gula--","Tumis bawang merah dan bawang putih sampai harum masukan cabe yg sudah di haluskan..tumis sampai warna merahnya keluar.. kemudian masukan santan, lengkuas dan daun salam aduk rata.. kemudian masukan tahu goreng, labu Siam dan telur rebus.. tambahkan garam, merica dan gula.. masak sampai mendidih dan labu menjadi matang.. jgn lupa trs di aduk agar santan tdk pecah.. koreksi rasa, jika sudah pas.. angkat dan sajikan..--",telur,tahu,telur,labu,bawang merah,bawang putih
sambal goreng tahu tempe udang,250 gr udang segar--1 papan tempe digoreng dulu--Tahu sesuai selera digoreng dulu--Kacang panjang--1 sdm gula pasir--1 sdm garam--1 sdm saus tiram--1 sdt penyedap--3 sdm kecap manis--2 sdm saus tomat--secukupnya Air--Bumbu halus :--3 bawang putih--5 bawang merah--3 cabai merah besar--sesuai selera Cabai rawit--,"Bersihkan udang lalu beri sedikit jeruk nipis. Diamkan 10 mnit di kulkas.--Haluskan bumbu dan kemudian tumis dengan minyak secukupnya hingga harum, lalu tambakan gula, garam, kecap, saus tomat & tiram. Lalu masukan udang dan masak sebentar hingga udang agak kemerahan. Tambahkan air--Kemudian masukan tempe, tahu, dan kacang panjang. Masak selama 15 menit atau hingga matang meresap dan koreksi rasa--",udang,udang,tempe,tahu,kacang panjang,tomat
sambal goreng tempe buncis udang,1 papan Tempe--Udang putih kecil kecil--8 buah Buncis--2 siung bawang putih--1 buah bawang merah--6 cabe rawit (kalo suka pedes bole diskip)--1 buah cabe besar (iris serong untuk warna)--secukupnya Garam (aku 2 jumput tangan)--secukupnya Kaldu ayam (seujung sendok teh)--secukupnya Kecap (1 sendok teh)--secukupnya Gula (aku 1 jumput tangan)--,Tempe dipotong dadu kemudian digoreng sampe berwarna gold--Haluskan bawang merah bawang putih dan cabe rawit--Potong buncis pendek pendek--Tumis bumbu yang sudah dihaluskan bersama udang kecil putih sampai udangnya berwarna putih kemerahan dan bau harum--Masukkan buncis dan oseng sebentar kemudian tambahkan sedikit air untuk melembekkan buncis--Sambil memasak buncis masukkan garam gula royco dan kecap kemudian aduk rata--Masukkan tempe disaat air kuah bunciss belum meresap habis diamkan sebentar sampai kirakira bumbu suda meresap semua--Sajikan--,tempe,tempe,udang,buncis,bawang putih,bawang merah
sambal goreng tempe tahu,1 bungkus tempe--6 potong tahu--10 buah cabe merah--5 buah bawang merah--3 siung bawang putih--1 sisir gula merah--3 lembar daun jeruk purut--Lengkuas--3 sendok mkn air asam--1 sendok mkn kecap manis--Garam se cukupnya--Minyak untuk menggoreng--,"Siapkan bahan nya--Tahu dan tempe,potong-potong lalu goreng,jangan di goreng terlalu kering--Haluskan bawang merah,bawang putih cabe,dan lengkuas nya di geprek,lalu tumis bumbu yang sudah di haluskan tadi,tumis hingga harum,kemudian masukan,lengkuas,daun jeruk,garam,gula,kecap manis dan air asam,aduk rata,masak hingga mengental,koreksi rasa,lalu masukan tempe dan tahu yang sudah di goreng tadi,kecil kan api,aduk hingga semua tercampur rata,matikan api,angkat dan tuang sambal goreng tempe nya ke dalam piring saji--Sambal goreng tempe dan tahu nya siap untuk di sajikan--Selamat mencoba--",tempe,tempe,tahu,cabai,bawang merah,bawang putih
sambal goreng udang,"1/4 kg udang kupas, kerat punggungnya--3 papan pete--6 bh cabe merah besar--3 bh bawang putih--3 bh bawang merah--3 bh kemiri bulat--Seruas jahe dan lengkuas--Daun bawang dan tomat--Garam,gula dan penyedap--6 bh Cabe rawit merah​--","Haluskan cabe merah, bawang putih, bawang merah, kemiri jahe, dan lengkuas,lalu tumis bumbu hingga harum.tuang sedikit air.--Masukan udang. Pete dan tomat. masak sampai bumbu redius.tambahkan garam gula dan penyedap secukupnya.masukan daun bawang.tes rasa.angkat.sajikan.--Masukan udang. Pete dan tomat. masak sampai bumbu redius.tambahkan garam gula dan penyedap secukupnya.masukan daun bawang.tes rasa.angkat.sajikan.--",udang,udang,petai,cabai,bawang putih,bawang merah
sambal goreng udang telur,"Udang, cuci bersih--1 butir Telur--3 siung bawang putih--2 siung bawang merah--1 cabe merah--3 cabe rawit--Garam--Gula--","Haluskan bawang merah, bawang putih, cabe merah, cabe rawit,--Kocong telur, goreng, tiriskan, potong kecil kecil--Tumis bumbu halus--Masukkan udang, tunggu sampai air dari udang agak nyusut..--Masukkan telur, beri garam, gula, koreksi rasa--Siap disajikan--",udang,udang,telur,cabai,bawang merah,bawang putih
sambal kentang dan udang,200 gram udang kecil (buang kepala)--5 buah kentang ukuran sedang--100 gr cabe--6 Bawang merah--2 Bawang putih--Secukupnya Garam--Secukupnya Gula--Secukupnya Penyedap rasa--Secukupnya Terasi--,"Bersihkan bagian kepala udang kemudian goreng--Kupas kentang dan potong kotak kotak kecil lalu goreng.--Goreng cabe, bawang merah, bawang putih, terasi secukupnya kemudian blander--Setelah bumbu halus tumis sampai harum.--Masukan kentang dan udang yg sudah digoreng tadi.--Tambahkan garam, gula dan penyedap rasa.--Koreksi rasa dan siapp dihidangkan.--",udang,udang,kentang,cabai,bawang merah,bawang putih
sambal kentang tempe udang,4 kentang besar--1 balok Tempe--secukupnya Udang  (buang kepalanya)--Rawit merah+keriting beli (5000)--1 Tomat--7 siung bawang putih--7 siung bawang merah--Royco ayam--,"Cuci udang, goreng udang. Potong tempe dan goreng. Potong kentang dan goreng.--Bawang merah, putih, tomat, dan cabe diblender tapi jangan ditambahkan air ya.. Kasih minyak goreng pas diblender sampe halus--Tumis pakai minyak rada banyak ya, pake api kecil aja biar mateng merata.. Tambahin gula satu sendok makan dan ditambah royco ayam masukan kentang+tempe+udang dan hidangkan....--",udang,kentang,tempe,udang,cabai,tomat
sambal lado telur,4 butir telur--15 buah cabe keriting--3 buah cabe merah--4 buah cabe rawit--4 siung bawang merah--1 siung bawang putih--1 buah tomat uk kecil--Royco ayam--Gula putih--Minyak goreng--,"Rebus telur hingga matang,, kupas kulit nya lalu tusuk2 menggunakan garpu,, telur lalu di goreng hingga sedikit kuning,, kalo ga di goreng lagi juga gpp,,--Selalin di rebus telur nya bisa d ceplok juga--Cabe2an bawang merah bawang putih di halus kan bisa pke blander atau ulukan, aku disini pake ulekan,, soal nya kata suami lebih enak d ulek kalo d blender jgn terlalu halus yaa,, kalo suka pedes boleh d tambah cabe rawit nya--Panas kan minyak,, minyaknya harus banyak supaya sambalnya ga gampang kering--Goreng sambal lalu masukan irisan tomat royco ayam dan sidikit gula aduk2 hingga bau cabe nya hilang--Telur di bagi menjadi 2 lalu lumuri dengan sambal lado yg sudah matang--Sambal lado telur siap di sajikan,, resep sambal lado ini bisa juga untuk ayam terong kentang,, selamat mencoba --",tempe,telur,cabai,tomat,bawang merah,bawang putih
sambal telur bulat,Telur--Bawang merah--Bawang putih--Dau salam--Gula putih--Garam--Cabai--Tomat--,"Rebus telur hingga matang angkat dan tiris kan.--Kupas kulit terur yang telah di rebus. Setelah itu telur di goreng dalam keadaan bulat utuh. Agkat dan tiris kan setelah ke coklatan--Halus kan bumbu seperti bawang merah dan putih,cabai--Kemudian masak bumbu yang telah dihaluskan masukan daun salam dan tomat tambahkan garam dan gula putih--Setelah itu masukan telur yang telah digoreng aduk hingga merata.--Setelah selesai angkat dan sambal telur bulat pun siap untuk di santap. Terima kasih--",telur,telur,cabai,tomat,bawang merah,bawang putih
sambal tempe kacang panjang,1 ikat Kacang panjang--1 batang Tempe--10 biji Cabe merah--2 biji Tomat--Bawang merah 4 sium--Bawang putih 2 sium--Garam secukup nya--1 sdt gula--,"Kacang panjang di goreng terlebih dahulu--Tempe nya di potong2 jadi berapa bagian lalu di goreng,--Lalu cabe merah,tomat,bawang putih+ bawang merah, di ulek jadi satu--Setelah di ulek,masuk kan sambal yg udah di ulek ke dlm kuali,dn masuk kn tempe dan kacaang panjang, tunggu 1-15 menit--Siap di santap--",tempe,kacang panjang,tempe,cabai,tomat,bawang merah
sambal tempe kacang panjang sambal trancam,secukupnya Kacang panjang--1 bh mentimun--secukupnya Pete kecil--Tempe goreng--5 bh bawang merah (goreng)--3 bh bawang putih(goreng)--Cabe kecil goreng (sesuai selera)--2 bh Cabe besar (goreng)--1 bh besar tomat(goreng)--Garam--Gula--,"Potong semua sayuran, iris kotak kecil"" (campur jadi satu)--Buat sambalnya, uleg semua bahan""sambal sampai halus. Terakhir remas"" tempe yg sudah digoreng lalu adus dengan sambal.--Masukkan sayur""an kedalam sambal. Aduk sampai rata..--",tempe,tempe,kacang panjang,cabai,timun,tomat
sambal tempe petai uleg,1 bungkus tempe--2 papan pete--1 bungkus terasi (saya pake abc)--7-11 cabe rawit (sesuai selera)--7 siung bawang merah--3 siung bawang putih--3 buah tomat--secukupnya Gula merah--secukupnya Garam dan gula--Penyedap rasa (optional)--,"Potong dadu tempe kemudian goreng, jgn trlalu kering, setelh di goreng, uleg tempe tp jgn trllu halus, cukup penyet saja--Kupas pete, kemudian belah jd 4 (bs sesuai selera) kemudian goreng sebentar--Bumbu halus : 4 bawang merah, bawang putih, cabe rawit, kemudian masukkan jg gula merah--Bumbu iris : 3 buah bawang merah, tomat--Siapkan minyak 1 sdm, goreng terasi trlebih dahulu sambil dihancurkan,--Setelah terasi wangi, masukkan bumbu halus dan iris, tumis sampai matang--Setelah itu masukkan tempe dan pete, gula, garam, dn penyedap, tumis sebentar, cek rasa--Sambel tempe pete uleg siap dinikmati, selamat mencoba--",tempe,tempe,petai,cabai,tomat,bawang merah
sambal terasi pnyet telur,"15 cabe rawit (sesuai selera)--8 buah bawang merah--4 buah bawang putih--1 buah tomat--secukupnya Terasi--Garam, gula, penyedap--Minyak--2 buah telur rebus--","Goreng tomat,bawang putih, bawang merah, cabe (sy gorengnya smpek agak kering? dan terasi..--Ulek tambahkan garam,gula,penyedap test rasaaaa--Penyet telur rebus..--",telur,cabai,telur,tomat,bawang merah,bawang putih
