NAMA_RESEP,BAHAN,CARA_MEMBUAT,DURASI,PORSI,LINK,RATING,KALORI,IMG_LINK
Resep Tumis Tiga Jamur ala Masako®,"150 gr Jamur merang (potong 4)
150 gr Jamur tiram (suwir)
150 gr Jamur kuping (iris memanjang)
4 siung Bawang merah, (iris)
3 siung Bawang putih (iris)
1 btg Bawang daun (potong memanjang)
2 bh Cabai merah, iris serong
2 bh Cabai hijau, iris serong
¼ sdt Merica
1 sdt Masako® Ayam
1 sdt Gula pasir
25 ml Air
2 sdm Minyak untuk menumis150 gr Jamur merang (potong 4)150 gr Jamur tiram (suwir)150 gr Jamur kuping (iris memanjang)4 siung Bawang merah, (iris)3 siung Bawang putih (iris)1 btg Bawang daun (potong memanjang)2 bh Cabai merah, iris serong2 bh Cabai hijau, iris serong¼ sdt Merica1 sdt Masako® Ayam1 sdt Gula pasir25 ml Air2 sdm Minyak untuk menumis","Panaskan minyak untuk menumis, kemudian masukan bawang merah dan bawang putih, masak hingga harum.Masukkan potongan cabai merah dan cabai hijau, aduk merata, masak hingga layu.Masukkan jamur merang dan jamur kuping, masak hingga jamur layu.Tambahkan jamur tiram, merica, Masako® Ayam dan gula, aduk hingga merata. Beri air, masak hingga air mendidih.Tambahkan potongan daun bawang, aduk sebentar hingga layu.Sajikan.",Waktu Memasak 10 menit,5 Porsi,https://www.dapurumami.com/resep/resep-tumis-tiga-jamur-ala-masako,4.95,"48
Kkal",https://www.youtube.com/embed/wN8klTH6hFQ
Resep Steak Daging Saus Jamur ala AJI-NO-MOTO®,"Bahan Steak:
370 gr Daging Sapi Lokal
1 sdt AJI-NO-MOTO®
¼ sdt Paprika Bubuk
½ sdt Daun Rosemary Kering
2 sdm Minyak Goreng
Bahan Saus Jamur:
100 gr Jamur Kancing Segar (iris)
3 btr Bawang Putih Cincang
1 sdt Ajinomoto
¼ sdt Merica Bubuk Hitam
1 sdm Margarin
50 ml Air
1 sdt Tepung Maizena larutkan dengan 1 sdm air
Bahan Pelengkap:
Carrot Mashed PotatoBahan Steak:370 gr Daging Sapi Lokal1 sdt AJI-NO-MOTO®¼ sdt Paprika Bubuk½ sdt Daun Rosemary Kering2 sdm Minyak GorengBahan Saus Jamur:100 gr Jamur Kancing Segar (iris)3 btr Bawang Putih Cincang1 sdt Ajinomoto¼ sdt Merica Bubuk Hitam1 sdm Margarin50 ml Air1 sdt Tepung Maizena larutkan dengan 1 sdm airBahan Pelengkap:Carrot Mashed Potato","Bumbui daging dengan AJI-NO-MOTO®, paprika bubuk dan daun rosemary hingga rata, diamkan 5 menit.Buat saus: Panaskan margarin, masukkan bawang putih hingga harum, tambahkan jamur, AJI-NO-MOTO®, merica, tumis hingga empuk.Masukkan air dan tepung maizena masak hingga mengental, angkat dan sisihkan.Panaskan wajan minyak hingga panas, masak steak daging selama 3 menit di setiap sisi nya hingga matang. Angkat. Sajikan hangat steak dengan saus jamur dan bahan pelengkap.",Waktu Memasak 35 menit,2 Porsi,https://www.dapurumami.com/resep/steak-daging-saus-jamur-ala-aji-no-moto,4.9,"781
Kkal",https://storage.googleapis.com/dapurumami-test/recipe/Main%20Image_compressed_steak.jpg
Resep Pokcoy Jamur Telur Masako®,"100 gr Pokcoy (sudah direbus 1 menit)
100 gr Zucchini (potong setengah lingkar 0,5 cm)
40 gr Jamur kancing (iris 0,5 cm)
40 gr Jamur shimeji
150 gr Wortel (iris serong)
150 gr Wortel (iris serong) 6 btr Telur puyuh (rebus dan kupas)
1 bh Cabe merah (iris serong)
1 bks Masako® Rasa Ayam
1 sdt Kecap ikan
1 sdt Maizena larutkan dengan 1 sdm air
1 btr Bawang putih cincang
2 sdm Minyak goreng
80 ml Air100 gr Pokcoy (sudah direbus 1 menit)100 gr Zucchini (potong setengah lingkar 0,5 cm)40 gr Jamur kancing (iris 0,5 cm)40 gr Jamur shimeji150 gr Wortel (iris serong)150 gr Wortel (iris serong) 6 btr Telur puyuh (rebus dan kupas)1 bh Cabe merah (iris serong)1 bks Masako® Rasa Ayam1 sdt Kecap ikan1 sdt Maizena larutkan dengan 1 sdm air1 btr Bawang putih cincang2 sdm Minyak goreng80 ml Air","Potong Zucchini, Jamur, Cabe merah, Wortel dan Bawang Putih. Rebus Pokcoy di air mendidih selama 15 detik, kemudian angkat dan tiriskan.Tumis bawang putih. Masukkan wortel, telur, jamur, dan air.Masukkan zucchini, kecap ikan, cabe merah, dan Masako® Rasa Ayam masak hingga tercampur rata. Tambahkan larutan maizena aduk selama 10 menit hingga mengental angkat.Tata pokcoy di atas piring kemudian siram dengan tumisan jamur telur, sajikan.",Waktu Memasak 20 menit,3 Porsi,https://www.dapurumami.com/resep/pokcoy-jamur-telur-masako,4.85,"193
Kkal",https://www.youtube.com/embed/jU2oBR61TPI
Resep Cah Jamur Bayam ala AJI-NO-MOTO®,"100 gr Jamur Tiram suwir
100 gr Daun Bayam
2 siung bawang putih, iris
3 siung bawang merah, iris
1 buah cabai merah besar, iris
2 gr garam1 gr Ajinomoto
¼ sdt Lada Bubuk
1 sdm Minyak goreng
50 ml air100 gr Jamur Tiram suwir100 gr Daun Bayam2 siung bawang putih, iris3 siung bawang merah, iris1 buah cabai merah besar, iris2 gr garam1 gr Ajinomoto¼ sdt Lada Bubuk1 sdm Minyak goreng50 ml air","Panaskan minyak goreng, Tumis bawang putih, Bawang merah dan Cabai, aduk hingga harum. Tambahkan Air.Masukan Jamur tiram aduk rata, masak hingga hampir matangMasukan bayam, Tambahkan Garam, AJI NO MOTO® dan Lada bubuk Aduk rata masak sebentar, Angkat dan sajikan.",#ALL_SELECTORS_RETURN_NULL,4 Porsi,https://www.dapurumami.com/resep/cah-jamur-bayam-ala-aji-no-moto,4.85,"37
Kkal",https://storage.googleapis.com/dapurumami-test/recipe/Cah%20Jamur%20Bayam.jpg
Resep Cah Brokoli Wortel Jamur ala AJI-NO-MOTO®,"100 gr Brokoli
75 gr Wortel
75 gr Jamur Kuping
1 sdm minyak goreng
2 siung bawang putih, geprek cincang
½ buah bawang Bombay, bagi 4
1 sdm gula pasir
2.5 gr garam
2 gr MSG Ajinomoto
½ sdt merica bubuk
½ gelas air
½ sdm tepung Maizena100 gr Brokoli75 gr Wortel75 gr Jamur Kuping1 sdm minyak goreng2 siung bawang putih, geprek cincang½ buah bawang Bombay, bagi 41 sdm gula pasir2.5 gr garam2 gr MSG Ajinomoto½ sdt merica bubuk½ gelas air½ sdm tepung Maizena","Tumis bawang Bombay, dan bawang putih hingga harumTambahkan sedikit air. Masukan wortel, Jamur masak hingga setengah matang masukan brokoli.Tambahkan Gula pasir, Garam, Merica bubuk, MSG Ajinomoto aduk rata.Setelah brokoli setengah matang, larutkan tepung maizena, aduk rata. Masak hingga matang.",#ALL_SELECTORS_RETURN_NULL,5 Porsi,https://www.dapurumami.com/resep/cah-brokoli-wortel-jamur-ala-aji-no-moto,4.9,"44
Kkal",https://storage.googleapis.com/dapurumami-test/recipe/Cah%20Brokoli%20Wortel.jpg
Resep Telur Kukus Jamur Ala Masako®,"3 sdt Masako® Ayam
5 butir telur, kocok
500ml air
2 sdm kecap asin
1 sdt lada bubuk
½ sdt gula pasir
Bahan Pelengkap/Topping
3 buah jamur, rendam dan potong 6 bagian
1 buah wortel, iris tipis
2 batang crabstick, iris tipis3 sdt Masako® Ayam5 butir telur, kocok500ml air2 sdm kecap asin1 sdt lada bubuk½ sdt gula pasirBahan Pelengkap/Topping3 buah jamur, rendam dan potong 6 bagian1 buah wortel, iris tipis2 batang crabstick, iris tipis","Siapkan bahan-bahan yang dibutuhkan sesuai dengan penjelasan pada resep..Kocok telur, campurkan dengan air, kecap asin, lada bubuk, gula pasir. Aduk rata.Lengkapi dengan Masako® Ayam. Aduk rata, sisihkan.Tuangkan kocokan telur kedalam mangkuk kecil, tambahkan bahan pelengkap diatasnya. Kukus hingga matang. Sajikan selagi hangat.",#ALL_SELECTORS_RETURN_NULL,3 Porsi,https://www.dapurumami.com/resep/telur-kukus-jamur-ala-masako,4.7,"463
Kkal",https://storage.googleapis.com/dapurumami-test/recipe/Grading%20EditedArtboard%201%20copy%204_4.jpg
Resep Sup Sapi Jamur Ala Masako®,"2 sdm Masako® Sapi
2 sdm mentega
1 butir bawang bombay cincang halus
300gr daging has dalam, iris
200 gr jamur kancing, iris tebal
2 siung bawang putih cincang halus
2 sdt SAORI® Saus Tiram
2 sdt saus tiram
3 sdm tepung terigu
500 ml air
1 cangkir susu
½ sdt lada bubuk2 sdm Masako® Sapi2 sdm mentega1 butir bawang bombay cincang halus300gr daging has dalam, iris200 gr jamur kancing, iris tebal2 siung bawang putih cincang halus2 sdt SAORI® Saus Tiram2 sdt saus tiram3 sdm tepung terigu500 ml air1 cangkir susu½ sdt lada bubuk","Siapkan bahan-bahan yang dibutuhkan sesuai dengan penjelasan pada resep.Panaskan mentega, tumis bawang bombay, lalu masukkan daging dan jamur. Masak hingga kecoklatan kurang lebih 1 menitTambahkan bawang putih, tumis dengan SAORI® Saus Tiram hingga harum lalu tambahkan terigu, air, susu. Aduk merata.Tambahkan lada bubuk dan Masako® Sapi, aduk hingga masak. Siap dihidangkan selagi hangat.",#ALL_SELECTORS_RETURN_NULL,4 Porsi,https://www.dapurumami.com/resep/sup-sapi-jamur-ala-masako,4.9,"1244
Kkal",https://www.youtube.com/embed/BP0ZwPjzhIc
Resep Tumis Tahu Jamur Ala Masako®,"1 sdt Masako® Ayam
2 pack Tahu Jepang, potong kotak
5 siung Bawang putih, cincang
1 buah Cabe merah besar iris serong
1 batang Daun bawang, iris serong
2 cangkir Air
1 pack Jamur enoki
½ pack Jamur champignon, iris tebal
2 sdt Gula pasir1 sdt Masako® Ayam2 pack Tahu Jepang, potong kotak5 siung Bawang putih, cincang1 buah Cabe merah besar iris serong1 batang Daun bawang, iris serong2 cangkir Air1 pack Jamur enoki½ pack Jamur champignon, iris tebal2 sdt Gula pasir","Siapkan bahan-bahan yang dibutuhkan sesuai dengan penjelasan pada resep.Balur tahu Jepang dengan bahan tepung yang telah dicampur. Goreng hingga coklat keemasan.Tumis bawang putih, cabe, daun bawang hingga harum. Masukkan jamur dan air, tambahkan gula pasir. Aduk hingga rata.Tambahkan tahu yang telah digoreng dan Masako® Ayam, aduk dan masak hingga matang. Siap disajikan.",#ALL_SELECTORS_RETURN_NULL,2 Porsi,https://www.dapurumami.com/resep/tumis-tahu-jamur-ala-masako,4.95,"511
Kkal",https://www.youtube.com/embed/x9r91d_GMQ4
Resep Cah Jamur Wortel SAORI®,"100 gr jamur, iris
100 gr wortel, iris
100 gr Filet Dada Ayam, iris ½
3 siung bawang putih
100 gr kacang hijau
2 buah cabai merah keriting, iris
250 ml air
½ sdt Tepung maizena, larutkan dalam 50ml air
¼ sdt merica bubuk
¼ sdt gula pasir½ sdt Garam
1 sachet SAORI® Saus Tiram
1 butir telur ayam, kocok lepas
Minyak sayur secukupnya100 gr jamur, iris100 gr wortel, iris100 gr Filet Dada Ayam, iris ½3 siung bawang putih100 gr kacang hijau2 buah cabai merah keriting, iris250 ml air½ sdt Tepung maizena, larutkan dalam 50ml air¼ sdt merica bubuk¼ sdt gula pasir½ sdt Garam1 sachet SAORI® Saus Tiram1 butir telur ayam, kocok lepasMinyak sayur secukupnya","Tumis bawang bombay, bawang putih, dan cabai keriting hingga harum hingga berubah warnaLalu tambahkan jamur dan wortel dengan tambahan air, aduk rataMasukkan telur kocok, aduk rataTambahkan SAORI® Saus Tiram, merica, gula pasir dan garam kental dengan tambahan larutan maizena, aduk hingga tercampur rataAngkat dan sajikan selagi panas",Waktu Memasak 30 menit,4 Porsi,https://www.dapurumami.com/resep/cah-jamur-wortel-saori-hw5m3,4.8,"475
Kkal","https://du-static-assets.storage.googleapis.com/recipe/hw5m3/Cah%20Jamur%20
Wortel%20Saori.jpg"
Resep Ayam Panggang Saus Jamur Ala Masako®,"700 gr Ayam fillet
100 gr jamur kancing
1/2 bks Masako® Rasa Ayam 10 gr
350 ml Susu cair
1 sdm Daun peterseli cincang
1/2 sdt Merica hitam
4 sdm Minyak goreng700 gr Ayam fillet100 gr jamur kancing1/2 bks Masako® Rasa Ayam 10 gr350 ml Susu cair1 sdm Daun peterseli cincang1/2 sdt Merica hitam4 sdm Minyak goreng","Iris jamur kancing dan potong dadu ayam fillet. Sisihkan.Panaskan minyak goreng, masukkan ayam fillet, panggang hingga berwarna kecoklatan.Tambahkan jamur kancing, aduk rata.Masukkan susu cair, daun peterseli cincang, 1/2 bungkus Masako® Rasa Ayam, dan merica hitam. Aduk rata dan masak hingga matang.",Waktu Memasak 30 menit,8 Porsi,https://www.dapurumami.com/resep/ayam-panggang-saus-jamur-ala-masako-AnvdL,4.95,"1487
Kkal",https://www.youtube.com/embed/uRjNdAqmonI
